"CountryCode","SeriesCode","DESCRIPTION",
"HND","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"HND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HRV","SG.NOD.CONS","There is no nondiscrimination provision.",
"HRV","SP.DYN.CBRT.IN","Data sources : Eurostat",
"HRV","SP.DYN.CDRT.IN","Data sources : Eurostat",
"HRV","SP.DYN.LE00.FE.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.DYN.LE00.MA.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.DYN.TFRT.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.POP.TOTL","Data sources : Croatian Bureau of Statistics, Eurostat",
"HTI","SG.NOD.CONS","There is no nondiscrimination provision.",
"HTI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HUN","SP.DYN.CBRT.IN","Data sources : Eurostat",
"HUN","SP.DYN.CDRT.IN","Data sources : Eurostat",
"HUN","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"HUN","SP.POP.TOTL","Data sources : Eurostat",
"IDN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IMN","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"IMN","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"IMN","SP.DYN.LE00.FE.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.LE00.MA.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.TFRT.IN","Data sources : CIA World Fact book",
"IMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IND","SG.OBT.IDCD.MR","There is no national identity card.",
"IND","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRL","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRL","SG.OBT.IDCD.MR","There is no national identity card.",
"IRL","SP.DYN.CBRT.IN","Data sources : Eurostat",
"IRL","SP.DYN.CDRT.IN","Data sources : Eurostat",
"IRL","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"IRL","SP.POP.TOTL","Data sources : Eurostat",
"IRN","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ISL","SG.NOD.CONS","There is no nondiscrimination provision.",
"ISL","SP.DYN.CBRT.IN","Data sources : Eurostat",
"ISL","SP.DYN.CDRT.IN","Data sources : Eurostat",
"ISL","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"ISL","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"ISL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ISL","SP.POP.TOTL","Data sources : Eurostat",
"ISR","SG.NOD.CONS","There is no nondiscrimination provision.",
"ISR","SP.DYN.CBRT.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.CDRT.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.LE00.FE.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.LE00.MA.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.TFRT.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.POP.TOTL","Data sources : Central Bureau of Statistics",
"ITA","SG.NOD.CONS","There is no nondiscrimination provision.",
"ITA","SP.DYN.CBRT.IN","Data sources : Eurostat",
"ITA","SP.DYN.CDRT.IN","Data sources : Eurostat",
"ITA","SP.DYN.LE00.FE.IN","Data sources : Eurostat, INED",
"ITA","SP.DYN.LE00.MA.IN","Data sources : Eurostat, INED",
"ITA","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ITA","SP.POP.TOTL","Data sources : Eurostat",
"JAM","SG.OBT.IDCD.MR","There is no national identity card.",
"JAM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JPN","SG.OBT.IDCD.MR","There is no national identity card.",
"JPN","SP.DYN.CBRT.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SP.DYN.CDRT.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SP.DYN.LE00.FE.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.LE00.MA.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.TFRT.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.POP.TOTL","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"KAZ","SP.DYN.CBRT.IN","Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.CDRT.IN","Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.FE.IN","Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.MA.IN","Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.TFRT.IN","Data sources : Statistical Agency of Kazakhstan, TransMONEE, United Nations World Population Prospects",
"KAZ","SP.POP.TOTL","Data sources : Statistical Agency of Kazakhstan, 1979 Census, 1989 Census, United Nations World Population Prospects",
"KEN","SG.GEN.PARL.ZS","Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.",
"KEN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KGZ","SP.DYN.CBRT.IN","Data sources : National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.CDRT.IN","Data sources : National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.FE.IN","Data sources : National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.MA.IN","Data sources : National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.TFRT.IN","Data sources : TransMONEE, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data sources : National Statistical Committee",
"KHM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KHM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KIR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KIR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KNA","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.FE.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.MA.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.TFRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KOR","SP.DYN.CBRT.IN","Data sources : Korean Statistical Information Service",
"KOR","SP.DYN.CDRT.IN","Data sources : Korean Statistical Information Service",
"KOR","SP.DYN.LE00.FE.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.LE00.MA.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.TFRT.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.POP.TOTL","Data sources : Korean Statistical Information Service",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LAO","SG.NOD.CONS","There is no nondiscrimination provision.",
"LAO","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","SG.NOD.CONS","There is no nondiscrimination provision.",
"LBN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBR","SG.NOD.CONS","There is no nondiscrimination provision.",
"LBR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LIE","SP.DYN.CBRT.IN","Data sources : Eurostat",
"LIE","SP.DYN.CDRT.IN","Data sources : Eurostat",
"LIE","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"LIE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"LIE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data sources : Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LSO","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LTU","SG.NOD.CONS","There is no nondiscrimination provision.",
"LTU","SP.DYN.CBRT.IN","Data sources : Eurostat",
"LTU","SP.DYN.CDRT.IN","Data sources : Eurostat",
"LTU","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.POP.TOTL","Data sources : Eurostat",
"LUX","SG.NOD.CONS","There is no nondiscrimination provision.",
"LUX","SP.DYN.CBRT.IN","Data sources : Eurostat",
"LUX","SP.DYN.CDRT.IN","Data sources : Eurostat",
"LUX","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe",
"LUX","SP.POP.TOTL","Data sources : Eurostat",
"LVA","SP.DYN.CBRT.IN","Data sources : Eurostat",
"LVA","SP.DYN.CDRT.IN","Data sources : Eurostat",
"LVA","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.POP.TOTL","Data sources : Eurostat",
"MAC","SG.POP.MIGR.FE.ZS","As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China.",
"MAC","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MAF","SP.DYN.CBRT.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.CDRT.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau",
"MAF","SP.POP.TOTL","Data sources : U.S. Census Bureau",
"MAR","NY.GDP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","SG.NOD.CONS","There is no nondiscrimination provision.",
"MAR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MCO","SP.DYN.CBRT.IN","Data sources : Eurostat",
"MCO","SP.DYN.CDRT.IN","Data sources : Eurostat",
"MCO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","SG.POP.MIGR.FE.ZS","Including Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","SP.DYN.CBRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.CDRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.POP.AG00.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG00.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG01.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG01.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG02.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG02.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG03.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG03.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG04.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG04.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG05.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG05.MA.IN","Including Transnistria.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.POP.TOTL","Data sources : National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","SP.POP.TOTL.FE.ZS","Excluding Transnistria.",
"MDG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MEX","SG.OBT.IDCD.MR","There is no national identity card.",
"MEX","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MHL","SP.DYN.CBRT.IN","Data sources : Economic Policy, Planning and Statistics Office; DHS 2007",
"MHL","SP.DYN.CDRT.IN","Data sources : Economic Policy, Planning and Statistics Office",
"MHL","SP.DYN.LE00.FE.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.MA.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.TFRT.IN","Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MKD","SG.POP.MIGR.FE.ZS","The former Yugoslav Republic of Macedonia.",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.POP.AG00.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG00.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG01.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG01.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG02.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG02.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG03.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG03.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG04.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG04.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG05.FE.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.AG05.MA.IN","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.BRTH.MF","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MLT","SP.DYN.CBRT.IN","Data sources : Eurostat",
"MLT","SP.DYN.CDRT.IN","Data sources : Eurostat",
"MLT","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.TFRT.IN","Data sources : Eurostat, National Statistics Office",
"MLT","SP.POP.TOTL","Data sources : Eurostat",
"MMR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
